stable_gene_id,KO_E12_FCL_1,KO_E12_FCL_2,KO_E12_FCL_3,S200A_3_FCL_1,S200A_3_FCL_2,S200A_3_FCL_3,S200A_5_FCL_1,S200A_5_FCL_2,S200WT_1_FCL_1,S200WT_1_FCL_2,S200WT_2_FCL_3
ENSMUSG00000081878,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081879,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081880,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081881,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081882,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081883,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081884,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081885,23,28,53,14,64,43,60,23,0,0,65
ENSMUSG00000081886,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081887,3,1,0,0,0,1,1,0,0,0,0
ENSMUSG00000081888,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000081889,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081890,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081891,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081892,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081893,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081894,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081895,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081896,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081897,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081898,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081900,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081901,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081903,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081904,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081905,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081906,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081907,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081908,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081909,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081910,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081911,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081912,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081913,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081914,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081916,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081917,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081918,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081919,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081920,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081921,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081923,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081924,0,0,1,0,0,0,1,0,0,0,1
ENSMUSG00000081925,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081926,605,392,374,668,768,631,979,401,5,110,574
ENSMUSG00000081928,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081929,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081931,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000081932,21,15,18,28,28,19,21,13,4,2,10
ENSMUSG00000081933,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081934,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081935,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081936,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081937,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081938,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081939,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081940,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081941,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000081942,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081943,0,0,1,0,4,5,0,0,0,0,0
ENSMUSG00000081944,2,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000081945,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000081946,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081947,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081948,0,0,0,0,0,0,1,1,0,0,0
ENSMUSG00000081949,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081950,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081951,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081952,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081953,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000081954,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081955,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081957,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081958,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081959,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081960,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081961,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081962,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081964,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081965,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081966,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081967,2,0,1,0,0,6,0,3,0,0,0
ENSMUSG00000081968,4,0,2,0,3,0,9,0,0,0,0
ENSMUSG00000081969,11,8,13,10,14,15,16,9,0,4,10
ENSMUSG00000081970,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081971,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081972,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081973,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081974,0,0,1,0,1,0,0,1,0,0,5
ENSMUSG00000081975,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081976,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081978,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081979,0,2,0,5,1,1,0,0,0,0,0
ENSMUSG00000081980,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081982,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081984,3,9,5,12,16,6,18,0,1,1,28
ENSMUSG00000081985,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081986,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081987,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081988,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081991,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081992,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000081993,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081994,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081995,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081996,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081998,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081999,0,0,3,0,2,0,0,0,0,0,0
ENSMUSG00000082000,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082001,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000082002,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082005,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082006,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082007,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082008,1,0,0,0,0,1,0,0,0,0,3
ENSMUSG00000082009,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082010,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082011,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082012,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082013,0,0,1,0,0,2,0,2,1,0,0
ENSMUSG00000082014,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082015,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082016,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082017,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082018,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082019,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082020,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082021,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082022,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082023,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082024,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082025,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082026,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082027,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082028,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082029,0,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000082030,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082031,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082032,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082033,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082035,153,89,88,56,106,206,70,162,2,11,44
ENSMUSG00000082036,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082037,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082038,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082039,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082040,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082042,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082043,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082044,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000082045,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082046,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082047,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082048,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082049,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082051,1,0,0,0,0,1,3,1,0,1,0
ENSMUSG00000082052,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082053,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082054,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082056,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082057,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000082058,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082059,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082060,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082061,0,0,1,0,0,0,0,1,0,0,0
ENSMUSG00000082062,2,2,3,1,0,5,3,2,0,0,0
ENSMUSG00000082063,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082064,1,0,2,0,2,1,0,1,0,0,1
ENSMUSG00000082065,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082066,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082068,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082069,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082070,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082071,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082072,1,1,2,1,4,1,7,0,0,3,0
ENSMUSG00000082073,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082074,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082076,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082077,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082078,1,0,0,1,0,0,1,0,0,0,6
ENSMUSG00000082079,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082080,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082081,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082082,1,8,5,6,4,2,5,2,0,0,0
ENSMUSG00000082083,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082084,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082085,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082087,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082088,2,0,1,1,0,0,0,0,1,0,0
ENSMUSG00000082089,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082090,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082091,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082092,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082093,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082095,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082096,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082097,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082098,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082099,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082100,0,0,2,0,3,0,0,0,0,0,0
ENSMUSG00000082101,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082103,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082104,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082106,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082107,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082108,6,3,3,2,7,5,8,6,0,0,3
ENSMUSG00000082109,0,0,0,0,1,0,0,4,0,0,0
ENSMUSG00000082110,4,4,3,1,5,6,11,7,0,0,9
ENSMUSG00000082111,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082112,0,0,0,0,0,1,0,1,0,0,0
ENSMUSG00000082113,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082114,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082115,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082116,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082117,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082118,0,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000082119,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082120,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082121,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082122,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082123,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082125,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082126,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082127,91,94,117,244,202,42,288,62,14,17,32
ENSMUSG00000082128,8,1,6,0,2,6,1,11,0,0,1
ENSMUSG00000082129,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082130,0,1,0,1,3,0,3,3,0,0,0
ENSMUSG00000082132,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082134,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082135,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082136,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082138,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082139,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082140,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000082141,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082142,0,0,0,0,0,0,3,0,0,0,0
ENSMUSG00000082143,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082144,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082145,0,1,0,0,0,0,4,0,0,0,3
ENSMUSG00000082146,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082147,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082148,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082149,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000082151,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000082152,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082154,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000082155,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082156,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082157,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082158,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082159,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082160,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082161,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082162,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082163,3,4,1,1,5,11,3,4,0,0,0
ENSMUSG00000082164,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082165,1,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000082167,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082168,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082169,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082170,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082171,0,0,0,1,0,1,0,0,0,0,2
ENSMUSG00000082172,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082173,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082174,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082175,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082176,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082177,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082178,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082179,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000082180,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082181,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082183,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082185,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082186,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082187,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082188,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082189,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082190,0,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000082191,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082192,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082193,3,1,2,1,2,2,3,3,0,0,1
ENSMUSG00000082194,0,0,2,0,0,0,5,0,0,0,0
ENSMUSG00000082195,63,50,58,36,43,29,37,20,15,0,35
ENSMUSG00000082196,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000082197,0,0,0,0,2,2,0,0,0,0,0
ENSMUSG00000082198,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082199,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082200,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082202,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082203,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082204,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082205,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082207,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082208,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082210,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082211,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082212,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082213,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082214,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082215,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082216,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082217,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082218,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082220,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082222,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082223,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082225,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082226,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082227,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082228,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082229,8,6,11,3,14,10,5,11,0,2,1
ENSMUSG00000082233,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082234,0,0,2,0,0,0,0,0,0,0,4
ENSMUSG00000082235,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082236,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082237,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082238,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082239,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082240,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082241,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082242,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082243,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082244,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082245,88,108,84,151,207,65,281,25,26,22,48
ENSMUSG00000082246,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082247,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082248,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082249,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082250,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082251,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082252,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082253,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082254,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082255,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082256,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082258,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082259,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082260,6,4,4,0,0,6,0,5,0,0,0
ENSMUSG00000082261,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082262,1,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000082263,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082264,0,1,0,1,1,0,0,0,0,1,0
ENSMUSG00000082265,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082266,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082267,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082268,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082269,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082270,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082271,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082272,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082274,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082275,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082276,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082277,0,0,0,0,1,0,4,0,0,0,0
ENSMUSG00000082278,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082279,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082280,0,0,0,0,0,0,0,1,0,0,1
ENSMUSG00000082281,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082283,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082284,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000082285,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082286,2,3,6,1,2,3,0,5,0,0,5
ENSMUSG00000082287,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082288,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082289,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000082291,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082292,0,0,0,0,1,0,0,0,0,0,1
ENSMUSG00000082294,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082295,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082296,0,0,0,0,0,2,1,2,0,0,0
ENSMUSG00000082297,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082301,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082302,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000082303,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082304,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082305,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082306,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082307,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082308,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082309,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082310,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082311,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082312,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082313,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082314,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082315,4,1,2,1,1,4,4,1,0,0,2
ENSMUSG00000082316,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082317,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082318,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082319,1,5,6,0,0,2,4,5,0,0,4
ENSMUSG00000082320,8,3,3,5,5,2,12,1,1,1,0
ENSMUSG00000082321,0,0,0,0,0,0,0,0,3,0,0
ENSMUSG00000082322,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082323,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082324,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082325,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000082326,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082327,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082328,3,4,1,0,1,0,1,4,0,0,0
ENSMUSG00000082329,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082330,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082332,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082333,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082334,9,1,6,0,0,2,11,12,0,0,2
ENSMUSG00000082336,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000082337,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082338,0,0,0,0,0,0,0,0,0,0,0
